doc,section,job_statement,job_type,persona,job_map_stage,granularity,parent_job,prerequisites,related_jobs,desired_outcomes,evidence,notes
security-auth-combined.adoc,New features and enhancements,"When working with External Secrets Operator release notes, I want to new features and enhancements, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage secrets and cloud provider credentials,,,Minimize the time required to complete new features and enhancements; Minimize the likelihood of errors during new features and enhancements,"security-auth-combined.adoc -> New features and enhancements, lines 69571-69576 [external_secrets_operator/external-secrets-operator-release-notes.adoc]",Assembly: security/external_secrets_operator/external-secrets-operator-release-notes.adoc. Topic: External Secrets Operator release notes
security-auth-combined.adoc,Configuring Network Policy for the Operand,"When working with Configuring Network Policy for the Operand, I want to configuring network policy for the operand, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage secrets and cloud provider credentials,,,Minimize the time required to complete configuring network policy for the operand; Minimize the likelihood of errors during configuring network policy for the operand,"security-auth-combined.adoc -> Configuring Network Policy for the Operand, assembly external_secrets_operator/external-secrets-operator-config-net-policy.adoc",Book: security. Assembly: external_secrets_operator/external-secrets-operator-config-net-policy.adoc
security-auth-combined.adoc,Monitoring the External Secrets Operator for Red Hat OpenShift,"When working with Monitoring the External Secrets Operator for Red Hat OpenShift, I want to monitoring the external secrets operator for red hat openshift, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage secrets and cloud provider credentials,,,Minimize the time required to complete monitoring the external secrets operator for red hat openshift; Minimize the likelihood of errors during monitoring the external secrets operator for red hat openshift,"security-auth-combined.adoc -> Monitoring the External Secrets Operator for Red Hat OpenShift, assembly external_secrets_operator/external-secrets-monitoring.adoc",Book: security. Assembly: external_secrets_operator/external-secrets-monitoring.adoc
security-auth-combined.adoc,Customizing the External Secrets Operator for Red Hat OpenShift,"When working with Customizing the External Secrets Operator for Red Hat OpenShift, I want to customizing the external secrets operator for red hat openshift, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage secrets and cloud provider credentials,,,Minimize the time required to complete customizing the external secrets operator for red hat openshift; Minimize the likelihood of errors during customizing the external secrets operator for red hat openshift,"security-auth-combined.adoc -> Customizing the External Secrets Operator for Red Hat OpenShift, assembly external_secrets_operator/external-secrets-log-levels.adoc",Book: security. Assembly: external_secrets_operator/external-secrets-log-levels.adoc
security-auth-combined.adoc,Uninstalling the External Secrets Operator,"When working with Uninstalling the External Secrets Operator, I want to uninstalling the external secrets operator, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage secrets and cloud provider credentials,,,Minimize the time required to complete uninstalling the external secrets operator; Minimize the likelihood of errors during uninstalling the external secrets operator,"security-auth-combined.adoc -> Uninstalling the External Secrets Operator, assembly external_secrets_operator/external-secrets-operator-uninstall.adoc",Book: security. Assembly: external_secrets_operator/external-secrets-operator-uninstall.adoc
security-auth-combined.adoc,External Secrets Operator APIs,"When working with External Secrets Operator APIs, I want to external secrets operator apis, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage secrets and cloud provider credentials,,,Minimize the time required to complete external secrets operator apis; Minimize the likelihood of errors during external secrets operator apis,"security-auth-combined.adoc -> External Secrets Operator APIs, assembly external_secrets_operator/external-secrets-operator-api.adoc",Book: security. Assembly: external_secrets_operator/external-secrets-operator-api.adoc
security-auth-combined.adoc,Migrating from the community External Secret Operator to the External Secret Operator For Red Hat OpenShift,"When working with Migrating from the community External Secret Operator to the External Secret Operator For Red Hat OpenShift, I want to migrating from the community external secret operator to the external secret operator for red hat openshift, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage secrets and cloud provider credentials,,,Minimize the time required to complete migrating from the community external secret operator to the external secret operator for red hat openshift; Minimize the likelihood of errors during migrating from the community external secret operator to the external secret operator for red hat openshift,"security-auth-combined.adoc -> Migrating from the community External Secret Operator to the External Secret Operator For Red Hat OpenShift, assembly external_secrets_operator/external-secrets-operator-migrate-downstream-upstream.adoc",Book: security. Assembly: external_secrets_operator/external-secrets-operator-migrate-downstream-upstream.adoc
security-auth-combined.adoc,Configuring the audit log policy,"When working with Configuring the audit log policy, I want to configuring the audit log policy, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Configure auditing and investigate security events,,,Minimize the time required to complete configuring the audit log policy; Minimize the likelihood of errors during configuring the audit log policy,"security-auth-combined.adoc -> Configuring the audit log policy, assembly audit-log-policy-config.adoc",Book: security. Assembly: audit-log-policy-config.adoc
security-auth-combined.adoc,Configuring TLS security profiles,"When working with Configuring TLS security profiles, I want to configuring tls security profiles, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Manage certificates and TLS for cluster services,,,Minimize the time required to complete configuring tls security profiles; Minimize the likelihood of errors during configuring tls security profiles,"security-auth-combined.adoc -> Configuring TLS security profiles, assembly tls-security-profiles.adoc",Book: security. Assembly: tls-security-profiles.adoc
security-auth-combined.adoc,Upgraded cluster,"When working with Configuring seccomp profiles, I want to upgraded cluster, so I can meet security and access requirements for the cluster.",related,Developer,Secure,procedure,Enforce what pods are allowed to run,,,Minimize the time required to complete upgraded cluster; Minimize the likelihood of errors during upgraded cluster,"security-auth-combined.adoc -> Upgraded cluster, lines 79341-79354 [seccomp-profiles.adoc]",Assembly: security/seccomp-profiles.adoc. Topic: Configuring seccomp profiles
security-auth-combined.adoc,Newly installed cluster,"When working with Configuring seccomp profiles, I want to newly installed cluster, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete newly installed cluster; Minimize the likelihood of errors during newly installed cluster,"security-auth-combined.adoc -> Newly installed cluster, lines 79354-79372 [seccomp-profiles.adoc]",Assembly: security/seccomp-profiles.adoc. Topic: Configuring seccomp profiles
security-auth-combined.adoc,Configuring a custom seccomp profile,"When working with Configuring seccomp profiles, I want to configuring a custom seccomp profile, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete configuring a custom seccomp profile; Minimize the likelihood of errors during configuring a custom seccomp profile,"security-auth-combined.adoc -> Configuring a custom seccomp profile, lines 79372-79385 [seccomp-profiles.adoc]",Assembly: security/seccomp-profiles.adoc. Topic: Configuring seccomp profiles
security-auth-combined.adoc,Allowing JavaScript-based access to the API server from additional hosts,"When working with Allowing JavaScript-based access to the API server from additional hosts, I want to allowing javascript-based access to the api server from additional hosts, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Configure auditing and investigate security events,,,Minimize the time required to complete allowing javascript-based access to the api server from additional hosts; Minimize the likelihood of errors during allowing javascript-based access to the api server from additional hosts,"security-auth-combined.adoc -> Allowing JavaScript-based access to the API server from additional hosts, assembly allowing-javascript-access-api-server.adoc",Book: security. Assembly: allowing-javascript-access-api-server.adoc
security-auth-combined.adoc,Scanning pods for vulnerabilities,"When working with Scanning pods for vulnerabilities, I want to scanning pods for vulnerabilities, so I can meet security and access requirements for the cluster.",core,Developer,Operate,user_story,Detect vulnerabilities and unauthorized file changes,,,Minimize the time required to complete scanning pods for vulnerabilities; Minimize the likelihood of errors during scanning pods for vulnerabilities,"security-auth-combined.adoc -> Scanning pods for vulnerabilities, assembly pod-vulnerability-scan.adoc",Book: security. Assembly: pod-vulnerability-scan.adoc
security-auth-combined.adoc,About disk encryption technology,"When working with About disk encryption technology, I want to about disk encryption technology, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Encrypt sensitive data at rest,,,Minimize the time required to complete about disk encryption technology; Minimize the likelihood of errors during about disk encryption technology,"security-auth-combined.adoc -> About disk encryption technology, assembly network_bound_disk_encryption/nbde-about-disk-encryption-technology.adoc",Book: security. Assembly: network_bound_disk_encryption/nbde-about-disk-encryption-technology.adoc
security-auth-combined.adoc,Installing a Tang server,"When working with Tang server installation considerations, I want to installing a tang server, so I can meet security and access requirements for the cluster.",related,Developer,Secure,procedure,Encrypt sensitive data at rest,,,Minimize the time required to complete installing a tang server; Minimize the likelihood of errors during installing a tang server,"security-auth-combined.adoc -> Installing a Tang server, lines 81720-81738 [network_bound_disk_encryption/nbde-tang-server-installation-considerations.adoc]",Assembly: security/network_bound_disk_encryption/nbde-tang-server-installation-considerations.adoc. Topic: Tang server installation considerations
security-auth-combined.adoc,Tang server encryption key management,"When working with Tang server encryption key management, I want to tang server encryption key management, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Encrypt sensitive data at rest,,,Minimize the time required to complete tang server encryption key management; Minimize the likelihood of errors during tang server encryption key management,"security-auth-combined.adoc -> Tang server encryption key management, assembly network_bound_disk_encryption/nbde-managing-encryption-keys.adoc",Book: security. Assembly: network_bound_disk_encryption/nbde-managing-encryption-keys.adoc
security-auth-combined.adoc,Disaster recovery considerations,"When working with Disaster recovery considerations, I want to disaster recovery considerations, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Encrypt sensitive data at rest,,,Minimize the time required to complete disaster recovery considerations; Minimize the likelihood of errors during disaster recovery considerations,"security-auth-combined.adoc -> Disaster recovery considerations, assembly network_bound_disk_encryption/nbde-disaster-recovery-considerations.adoc",Book: security. Assembly: network_bound_disk_encryption/nbde-disaster-recovery-considerations.adoc
security-auth-combined.adoc,About authentication in {product-title},"When working with Authentication and authorization overview, I want to about authentication in {product-title}, so I can meet security and access requirements for the cluster.",core,Developer,Plan,user_story,Understand OCP security layers and shared responsibility,,,Minimize the time required to complete about authentication in {product-title}; Minimize the likelihood of errors during about authentication in {product-title},"security-auth-combined.adoc -> About authentication in {product-title}, lines 83905-83940 [index.adoc]",Assembly: authentication/index.adoc. Topic: Authentication and authorization overview
security-auth-combined.adoc,About authorization in {product-title},"When working with Authentication and authorization overview, I want to about authorization in {product-title}, so I can meet security and access requirements for the cluster.",core,Developer,Plan,user_story,Understand OCP security layers and shared responsibility,,,Minimize the time required to complete about authorization in {product-title}; Minimize the likelihood of errors during about authorization in {product-title},"security-auth-combined.adoc -> About authorization in {product-title}, lines 83940-83971 [index.adoc]",Assembly: authentication/index.adoc. Topic: Authentication and authorization overview
security-auth-combined.adoc,OAuth token requests,"When working with Understanding authentication, I want to oauth token requests, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete oauth token requests; Minimize the likelihood of errors during oauth token requests,"security-auth-combined.adoc -> OAuth token requests, lines 84538-84598 [understanding-authentication.adoc]",Assembly: authentication/understanding-authentication.adoc. Topic: Understanding authentication
security-auth-combined.adoc,OAuth token duration options,"When working with Configuring the internal OAuth server, I want to oauth token duration options, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete oauth token duration options; Minimize the likelihood of errors during oauth token duration options,"security-auth-combined.adoc -> OAuth token duration options, lines 85074-85098 [configuring-internal-oauth.adoc]",Assembly: authentication/configuring-internal-oauth.adoc. Topic: Configuring the internal OAuth server
security-auth-combined.adoc,OAuth grant options,"When working with Configuring the internal OAuth server, I want to oauth grant options, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete oauth grant options; Minimize the likelihood of errors during oauth grant options,"security-auth-combined.adoc -> OAuth grant options, lines 85098-85132 [configuring-internal-oauth.adoc]",Assembly: authentication/configuring-internal-oauth.adoc. Topic: Configuring the internal OAuth server
security-auth-combined.adoc,Managing user-owned OAuth access tokens,"When working with Managing user-owned OAuth access tokens, I want to managing user-owned oauth access tokens, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete managing user-owned oauth access tokens; Minimize the likelihood of errors during managing user-owned oauth access tokens,"security-auth-combined.adoc -> Managing user-owned OAuth access tokens, assembly managing-oauth-access-tokens.adoc",Book: authentication. Assembly: managing-oauth-access-tokens.adoc
security-auth-combined.adoc,Supported identity providers,"When working with Understanding identity provider configuration, I want to supported identity providers, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete supported identity providers; Minimize the likelihood of errors during supported identity providers,"security-auth-combined.adoc -> Supported identity providers, lines 87160-87228 [understanding-identity-provider.adoc]",Assembly: authentication/understanding-identity-provider.adoc. Topic: Understanding identity provider configuration
security-auth-combined.adoc,Creating the htpasswd file,"When working with Configuring an htpasswd identity provider, I want to creating the htpasswd file, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete creating the htpasswd file; Minimize the likelihood of errors during creating the htpasswd file,"security-auth-combined.adoc -> Creating the htpasswd file, lines 87828-87843 [identity_providers/configuring-htpasswd-identity-provider.adoc]",Assembly: authentication/identity_providers/configuring-htpasswd-identity-provider.adoc. Topic: Configuring an htpasswd identity provider
security-auth-combined.adoc,Configuring a Keystone identity provider,"When working with Configuring a Keystone identity provider, I want to configuring a keystone identity provider, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete configuring a keystone identity provider; Minimize the likelihood of errors during configuring a keystone identity provider,"security-auth-combined.adoc -> Configuring a Keystone identity provider, assembly identity_providers/configuring-keystone-identity-provider.adoc",Book: authentication. Assembly: identity_providers/configuring-keystone-identity-provider.adoc
security-auth-combined.adoc,Configuring an LDAP identity provider,"When working with Configuring an LDAP identity provider, I want to configuring an ldap identity provider, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete configuring an ldap identity provider; Minimize the likelihood of errors during configuring an ldap identity provider,"security-auth-combined.adoc -> Configuring an LDAP identity provider, assembly identity_providers/configuring-ldap-identity-provider.adoc",Book: authentication. Assembly: identity_providers/configuring-ldap-identity-provider.adoc
security-auth-combined.adoc,File requirements,"When working with Configuring a basic authentication identity provider, I want to file requirements, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete file requirements; Minimize the likelihood of errors during file requirements,"security-auth-combined.adoc -> File requirements, lines 90206-90230 [identity_providers/configuring-basic-authentication-identity-provider.adoc]",Assembly: authentication/identity_providers/configuring-basic-authentication-identity-provider.adoc. Topic: Configuring a basic authentication identity provider
security-auth-combined.adoc,SSPI connection support on Microsoft Windows,"When working with Configuring a request header identity provider, I want to sspi connection support on microsoft windows, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete sspi connection support on microsoft windows; Minimize the likelihood of errors during sspi connection support on microsoft windows,"security-auth-combined.adoc -> SSPI connection support on Microsoft Windows, lines 90787-90812 [identity_providers/configuring-request-header-identity-provider.adoc]",Assembly: authentication/identity_providers/configuring-request-header-identity-provider.adoc. Topic: Configuring a request header identity provider
security-auth-combined.adoc,Example Apache authentication configuration using request header,"When working with Configuring a request header identity provider, I want to example apache authentication configuration using request header, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete example apache authentication configuration using request header; Minimize the likelihood of errors during example apache authentication configuration using request header,"security-auth-combined.adoc -> Example Apache authentication configuration using request header, lines 91009-91023 [identity_providers/configuring-request-header-identity-provider.adoc]",Assembly: authentication/identity_providers/configuring-request-header-identity-provider.adoc. Topic: Configuring a request header identity provider
security-auth-combined.adoc,Configuring a GitHub or GitHub Enterprise identity provider,"When working with Configuring a GitHub or GitHub Enterprise identity provider, I want to configuring a github or github enterprise identity provider, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete configuring a github or github enterprise identity provider; Minimize the likelihood of errors during configuring a github or github enterprise identity provider,"security-auth-combined.adoc -> Configuring a GitHub or GitHub Enterprise identity provider, assembly identity_providers/configuring-github-identity-provider.adoc",Book: authentication. Assembly: identity_providers/configuring-github-identity-provider.adoc
security-auth-combined.adoc,Configuring a GitLab identity provider,"When working with Configuring a GitLab identity provider, I want to configuring a gitlab identity provider, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete configuring a gitlab identity provider; Minimize the likelihood of errors during configuring a gitlab identity provider,"security-auth-combined.adoc -> Configuring a GitLab identity provider, assembly identity_providers/configuring-gitlab-identity-provider.adoc",Book: authentication. Assembly: identity_providers/configuring-gitlab-identity-provider.adoc
security-auth-combined.adoc,Configuring a Google identity provider,"When working with Configuring a Google identity provider, I want to configuring a google identity provider, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete configuring a google identity provider; Minimize the likelihood of errors during configuring a google identity provider,"security-auth-combined.adoc -> Configuring a Google identity provider, assembly identity_providers/configuring-google-identity-provider.adoc",Book: authentication. Assembly: identity_providers/configuring-google-identity-provider.adoc
security-auth-combined.adoc,Configuring an OpenID Connect identity provider,"When working with Configuring an OpenID Connect identity provider, I want to configuring an openid connect identity provider, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete configuring an openid connect identity provider; Minimize the likelihood of errors during configuring an openid connect identity provider,"security-auth-combined.adoc -> Configuring an OpenID Connect identity provider, assembly identity_providers/configuring-oidc-identity-provider.adoc",Book: authentication. Assembly: identity_providers/configuring-oidc-identity-provider.adoc
security-auth-combined.adoc,Enabling direct authentication with an OIDC identity provider,"When working with Enabling direct authentication with an OIDC identity provider, I want to enabling direct authentication with an oidc identity provider, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete enabling direct authentication with an oidc identity provider; Minimize the likelihood of errors during enabling direct authentication with an oidc identity provider,"security-auth-combined.adoc -> Enabling direct authentication with an OIDC identity provider, assembly external-auth.adoc",Book: authentication. Assembly: external-auth.adoc
security-auth-combined.adoc,Evaluating authorization,"When working with Using RBAC to define and apply permissions, I want to evaluating authorization, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Assign and audit permissions with RBAC,,,Minimize the time required to complete evaluating authorization; Minimize the likelihood of errors during evaluating authorization,"security-auth-combined.adoc -> Evaluating authorization, lines 94789-94828 [using-rbac.adoc]",Assembly: authentication/using-rbac.adoc. Topic: Using RBAC to define and apply permissions
security-auth-combined.adoc,Removing the kubeadmin user,"When working with Removing the kubeadmin user, I want to removing the kubeadmin user, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Control who can sign in to the cluster,,,Minimize the time required to complete removing the kubeadmin user; Minimize the likelihood of errors during removing the kubeadmin user,"security-auth-combined.adoc -> Removing the kubeadmin user, assembly remove-kubeadmin.adoc",Book: authentication. Assembly: remove-kubeadmin.adoc
security-auth-combined.adoc,Understanding and creating service accounts,"When working with Understanding and creating service accounts, I want to understanding and creating service accounts, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Configure workload and automation identities,,,Minimize the time required to complete understanding and creating service accounts; Minimize the likelihood of errors during understanding and creating service accounts,"security-auth-combined.adoc -> Understanding and creating service accounts, assembly understanding-and-creating-service-accounts.adoc",Book: authentication. Assembly: understanding-and-creating-service-accounts.adoc
security-auth-combined.adoc,Default cluster service accounts,"When working with Using service accounts in applications, I want to default cluster service accounts, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Configure workload and automation identities,,,Minimize the time required to complete default cluster service accounts; Minimize the likelihood of errors during default cluster service accounts,"security-auth-combined.adoc -> Default cluster service accounts, lines 96988-97026 [using-service-accounts-in-applications.adoc]",Assembly: authentication/using-service-accounts-in-applications.adoc. Topic: Using service accounts in applications
security-auth-combined.adoc,Default project service accounts and roles,"When working with Using service accounts in applications, I want to default project service accounts and roles, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Configure workload and automation identities,,,Minimize the time required to complete default project service accounts and roles; Minimize the likelihood of errors during default project service accounts and roles,"security-auth-combined.adoc -> Default project service accounts and roles, lines 97026-97082 [using-service-accounts-in-applications.adoc]",Assembly: authentication/using-service-accounts-in-applications.adoc. Topic: Using service accounts in applications
security-auth-combined.adoc,Redirect URIs for service accounts as OAuth clients,"When working with Using a service account as an OAuth client, I want to redirect uris for service accounts as oauth clients, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Configure workload and automation identities,,,Minimize the time required to complete redirect uris for service accounts as oauth clients; Minimize the likelihood of errors during redirect uris for service accounts as oauth clients,"security-auth-combined.adoc -> Redirect URIs for service accounts as OAuth clients, lines 97628-97755 [using-service-accounts-as-oauth-client.adoc]",Assembly: authentication/using-service-accounts-as-oauth-client.adoc. Topic: Using a service account as an OAuth client
security-auth-combined.adoc,User scopes,"When working with Scoping tokens, I want to user scopes, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Configure workload and automation identities,,,Minimize the time required to complete user scopes; Minimize the likelihood of errors during user scopes,"security-auth-combined.adoc -> User scopes, lines 98187-98200 [tokens-scoping.adoc]",Assembly: authentication/tokens-scoping.adoc. Topic: Scoping tokens
security-auth-combined.adoc,Role scope,"When working with Scoping tokens, I want to role scope, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Configure workload and automation identities,,,Minimize the time required to complete role scope; Minimize the likelihood of errors during role scope,"security-auth-combined.adoc -> Role scope, lines 98200-98233 [tokens-scoping.adoc]",Assembly: authentication/tokens-scoping.adoc. Topic: Scoping tokens
security-auth-combined.adoc,Using bound service account tokens,"When working with Using bound service account tokens, I want to using bound service account tokens, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Configure workload and automation identities,,,Minimize the time required to complete using bound service account tokens; Minimize the likelihood of errors during using bound service account tokens,"security-auth-combined.adoc -> Using bound service account tokens, assembly bound-service-account-tokens.adoc",Book: authentication. Assembly: bound-service-account-tokens.adoc
security-auth-combined.adoc,Default security context constraints,"When working with Managing security context constraints, I want to default security context constraints, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete default security context constraints; Minimize the likelihood of errors during default security context constraints,"security-auth-combined.adoc -> Default security context constraints, lines 99360-99505 [managing-security-context-constraints.adoc]",Assembly: authentication/managing-security-context-constraints.adoc. Topic: Managing security context constraints
security-auth-combined.adoc,Security context constraints settings,"When working with Managing security context constraints, I want to security context constraints settings, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security context constraints settings; Minimize the likelihood of errors during security context constraints settings,"security-auth-combined.adoc -> Security context constraints settings, lines 99505-99552 [managing-security-context-constraints.adoc]",Assembly: authentication/managing-security-context-constraints.adoc. Topic: Managing security context constraints
security-auth-combined.adoc,Security context constraints strategies,"When working with Managing security context constraints, I want to security context constraints strategies, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security context constraints strategies; Minimize the likelihood of errors during security context constraints strategies,"security-auth-combined.adoc -> Security context constraints strategies, lines 99552-99636 [managing-security-context-constraints.adoc]",Assembly: authentication/managing-security-context-constraints.adoc. Topic: Managing security context constraints
security-auth-combined.adoc,Controlling volumes,"When working with Managing security context constraints, I want to controlling volumes, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete controlling volumes; Minimize the likelihood of errors during controlling volumes,"security-auth-combined.adoc -> Controlling volumes, lines 99636-99695 [managing-security-context-constraints.adoc]",Assembly: authentication/managing-security-context-constraints.adoc. Topic: Managing security context constraints
security-auth-combined.adoc,Admission control,"When working with Managing security context constraints, I want to admission control, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete admission control; Minimize the likelihood of errors during admission control,"security-auth-combined.adoc -> Admission control, lines 99695-99764 [managing-security-context-constraints.adoc]",Assembly: authentication/managing-security-context-constraints.adoc. Topic: Managing security context constraints
security-auth-combined.adoc,Security context constraints prioritization,"When working with Managing security context constraints, I want to security context constraints prioritization, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete security context constraints prioritization; Minimize the likelihood of errors during security context constraints prioritization,"security-auth-combined.adoc -> Security context constraints prioritization, lines 99764-99805 [managing-security-context-constraints.adoc]",Assembly: authentication/managing-security-context-constraints.adoc. Topic: Managing security context constraints
security-auth-combined.adoc,Listing security context constraints,"When working with Managing security context constraints, I want to listing security context constraints, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete listing security context constraints; Minimize the likelihood of errors during listing security context constraints,"security-auth-combined.adoc -> Listing security context constraints, lines 100211-100238 [managing-security-context-constraints.adoc]",Assembly: authentication/managing-security-context-constraints.adoc. Topic: Managing security context constraints
security-auth-combined.adoc,Examining security context constraints,"When working with Managing security context constraints, I want to examining security context constraints, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete examining security context constraints; Minimize the likelihood of errors during examining security context constraints,"security-auth-combined.adoc -> Examining security context constraints, lines 100238-100297 [managing-security-context-constraints.adoc]",Assembly: authentication/managing-security-context-constraints.adoc. Topic: Managing security context constraints
security-auth-combined.adoc,Pod security admission modes,"When working with Understanding and managing pod security admission, I want to pod security admission modes, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete pod security admission modes; Minimize the likelihood of errors during pod security admission modes,"security-auth-combined.adoc -> Pod security admission modes, lines 100754-100779 [understanding-and-managing-pod-security-admission.adoc]",Assembly: authentication/understanding-and-managing-pod-security-admission.adoc. Topic: Understanding and managing pod security admission
security-auth-combined.adoc,Pod security admission profiles,"When working with Understanding and managing pod security admission, I want to pod security admission profiles, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete pod security admission profiles; Minimize the likelihood of errors during pod security admission profiles,"security-auth-combined.adoc -> Pod security admission profiles, lines 100779-100800 [understanding-and-managing-pod-security-admission.adoc]",Assembly: authentication/understanding-and-managing-pod-security-admission.adoc. Topic: Understanding and managing pod security admission
security-auth-combined.adoc,Privileged namespaces,"When working with Understanding and managing pod security admission, I want to privileged namespaces, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete privileged namespaces; Minimize the likelihood of errors during privileged namespaces,"security-auth-combined.adoc -> Privileged namespaces, lines 100800-100837 [understanding-and-managing-pod-security-admission.adoc]",Assembly: authentication/understanding-and-managing-pod-security-admission.adoc. Topic: Understanding and managing pod security admission
security-auth-combined.adoc,Permanently disabled namespaces,"When working with Understanding and managing pod security admission, I want to permanently disabled namespaces, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete permanently disabled namespaces; Minimize the likelihood of errors during permanently disabled namespaces,"security-auth-combined.adoc -> Permanently disabled namespaces, lines 100899-100912 [understanding-and-managing-pod-security-admission.adoc]",Assembly: authentication/understanding-and-managing-pod-security-admission.adoc. Topic: Understanding and managing pod security admission
security-auth-combined.adoc,Initially disabled namespaces,"When working with Understanding and managing pod security admission, I want to initially disabled namespaces, so I can meet security and access requirements for the cluster.",core,Developer,Secure,user_story,Enforce what pods are allowed to run,,,Minimize the time required to complete initially disabled namespaces; Minimize the likelihood of errors during initially disabled namespaces,"security-auth-combined.adoc -> Initially disabled namespaces, lines 100912-100934 [understanding-and-managing-pod-security-admission.adoc]",Assembly: authentication/understanding-and-managing-pod-security-admission.adoc. Topic: Understanding and managing pod security admission
